# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1520530315.29950 -0.387257 0.133328 0.287988 -0.029813 0.031350 -0.993090 0.109091 0.0000241296 0.0000035499 0.0000163053 0.0000160918 -0.0000331169 0.0004442988 0.0026169957 0.0000091407 -0.0000278215 0.0026351151 -0.0000051822 0.0026245411
1520530315.34946 -0.385131 0.135130 0.272583 -0.029212 0.032060 -0.993251 0.107570 0.0000252349 0.0000035214 0.0000163659 0.0000168008 -0.0000345320 0.0004457812 0.0026227370 0.0000079042 -0.0000311345 0.0026313347 -0.0000019019 0.0026323874
1520530315.39965 -0.379011 0.132941 0.245707 -0.027304 0.028661 -0.993672 0.105110 0.0000186529 0.0000005878 0.0000155691 0.0000125266 -0.0000274096 0.0004374174 0.0025962698 0.0000099359 -0.0000148533 0.0026251883 -0.0000067274 0.0026151438
1520530315.44971 -0.366253 0.130324 0.221669 -0.027531 0.019440 -0.993782 0.106120 0.0000104902 -0.0000012902 0.0000180158 0.0000071452 -0.0000185307 0.0004147982 0.0025648156 0.0000160663 -0.0000129764 0.0026079720 -0.0000086839 0.0025746801
1520530315.49965 -0.354733 0.128800 0.189842 -0.027450 0.004142 -0.993809 0.107576 0.0000104203 -0.0000008179 0.0000199798 0.0000062303 -0.0000070415 0.0004128063 0.0025631197 0.0000143905 -0.0000116949 0.0026015101 -0.0000078565 0.0025721087
1520530315.54979 -0.341411 0.126345 0.155579 -0.026474 -0.013178 -0.993507 0.109856 0.0000100173 0.0000000194 0.0000208133 0.0000061359 0.0000073360 0.0004118505 0.0025618530 0.0000135510 -0.0000106798 0.0025948898 -0.0000065257 0.0025669723
1520530315.59980 -0.321797 0.121548 0.117091 -0.024906 -0.030189 -0.992980 0.111617 0.0000103129 0.0000007209 0.0000210884 0.0000071862 0.0000210901 0.0004109168 0.0025607554 0.0000123515 -0.0000105284 0.0025883240 -0.0000055842 0.0025673724
1520530315.65006 -0.299783 0.115318 0.079966 -0.024687 -0.046210 -0.992277 0.112435 0.0000101300 0.0000016524 0.0000228533 0.0000089094 0.0000339893 0.0004078454 0.0025591537 0.0000105729 -0.0000085268 0.0025809609 -0.0000046147 0.0025636341
1520530315.70005 -0.272844 0.107521 0.041453 -0.023503 -0.061373 -0.991640 0.111041 0.0000106348 0.0000024146 0.0000235464 0.0000114329 0.0000458660 0.0004060293 0.0025589679 0.0000087858 -0.0000091677 0.0025733495 -0.0000038902 0.0025658221
1520530315.75006 -0.241781 0.098327 0.003909 -0.019612 -0.074869 -0.990964 0.109543 0.0000096171 0.0000027707 0.0000218416 0.0000142600 0.0000571197 0.0004034028 0.0025582904 0.0000069741 -0.0000091177 0.0025651228 -0.0000026183 0.0025652257
1520530315.80001 -0.205886 0.087559 -0.030874 -0.016047 -0.088006 -0.990042 0.108691 0.0000097178 0.0000030463 0.0000199549 0.0000176606 0.0000674309 0.0004003557 0.0025570436 0.0000056660 -0.0000082608 0.0025569576 -0.0000018027 0.0025646030
1520530315.84995 -0.167555 0.076425 -0.061438 -0.011712 -0.101246 -0.989123 0.106052 0.0000091239 0.0000030483 0.0000170306 0.0000217124 0.0000777503 0.0003968299 0.0025568193 0.0000042933 -0.0000086247 0.0025499634 -0.0000005615 0.0025659574
1520530315.89968 -0.126286 0.066587 -0.088081 -0.004055 -0.115026 -0.988276 0.100313 0.0000081448 0.0000026155 0.0000119076 0.0000263966 0.0000885399 0.0003918425 0.0025558051 0.0000034563 -0.0000070976 0.0025441270 0.0000007228 0.0025612752
1520530315.94963 -0.084647 0.059177 -0.104857 0.001766 -0.127759 -0.987223 0.095207 0.0000079113 0.0000019725 0.0000077968 0.0000315561 0.0000984659 0.0003872754 0.0025566184 0.0000028471 -0.0000076638 0.0025400238 0.0000023240 0.0025613593
1520530315.99962 -0.043562 0.054855 -0.110839 0.005483 -0.137487 -0.986330 0.090672 0.0000076134 0.0000014762 0.0000051682 0.0000356885 0.0001056055 0.0003833142 0.0025572434 0.0000024080 -0.0000080829 0.0025374261 0.0000038163 0.0025595550
1520530316.04953 -0.005278 0.054137 -0.105774 0.005651 -0.143137 -0.985933 0.086119 0.0000063681 0.0000014893 0.0000047487 0.0000376538 0.0001096596 0.0003789331 0.0025547003 0.0000016026 -0.0000074769 0.0025359422 0.0000044874 0.0025511918
1520530316.09997 0.035646 0.056619 -0.092662 0.003741 -0.142580 -0.986253 0.083435 0.0000059141 0.0000017475 0.0000057543 0.0000371866 0.0001092186 0.0003786826 0.0025542938 0.0000009721 -0.0000071862 0.0025362605 0.0000053689 0.0025476483
1520530316.14991 0.074848 0.061149 -0.072070 -0.001151 -0.136973 -0.987117 0.082687 0.0000056519 0.0000025850 0.0000091677 0.0000345605 0.0001052354 0.0003809342 0.0025545028 0.0000003253 -0.0000070183 0.0025379303 0.0000057911 0.0025446388
1520530316.19991 0.112713 0.067475 -0.044190 -0.003601 -0.128033 -0.988461 0.080873 0.0000055088 0.0000027071 0.0000105716 0.0000306668 0.0000987145 0.0003846384 0.0025550591 -0.0000005017 -0.0000069118 0.0025409605 0.0000062470 0.0025426394
1520530316.24993 0.150493 0.075003 -0.011652 -0.002081 -0.117436 -0.990164 0.076023 0.0000052298 0.0000018960 0.0000083617 0.0000266223 0.0000912903 0.0003887548 0.0025557917 -0.0000015302 -0.0000066551 0.0025451092 0.0000066030 0.0025408764
1520530316.29995 0.187242 0.083452 0.024392 0.001229 -0.105347 -0.992012 0.069374 0.0000050278 0.0000008517 0.0000046118 0.0000224804 0.0000826957 0.0003931554 0.0025572401 -0.0000027996 -0.0000066221 0.0025504815 0.0000070347 0.0025397608
1520530316.35001 0.223269 0.092284 0.062362 0.003044 -0.093100 -0.993703 0.062263 0.0000048492 0.0000002122 0.0000020297 0.0000186245 0.0000736616 0.0003966894 0.0025575106 -0.0000044914 -0.0000062732 0.0025564086 0.0000071659 0.0025381433
1520530316.40002 0.257712 0.100683 0.100533 0.003728 -0.081626 -0.995061 0.056356 0.0000048166 -0.0000000858 0.0000006324 0.0000154323 0.0000649916 0.0003999627 0.0025589358 -0.0000062479 -0.0000061692 0.0025635667 0.0000076121 0.0025372946
1520530316.45002 0.291525 0.109228 0.137491 0.004671 -0.071955 -0.996126 0.050336 0.0000048012 -0.0000003369 -0.0000008747 0.0000130555 0.0000575956 0.0004024637 0.0025606056 -0.0000080853 -0.0000060671 0.0025715341 0.0000081036 0.0025365577
1520530316.50002 0.324152 0.117037 0.172298 0.005750 -0.062000 -0.996968 0.046664 0.0000047789 -0.0000005200 -0.0000022285 0.0000108928 0.0000499080 0.0004046280 0.0025615521 -0.0000100130 -0.0000057961 0.0025802442 0.0000085824 0.0025358127
1520530316.55004 0.356859 0.124673 0.204783 0.007250 -0.050376 -0.997720 0.044320 0.0000047852 -0.0000006561 -0.0000039662 0.0000087771 0.0000407808 0.0004068484 0.0025632340 -0.0000120301 -0.0000055542 0.0025897989 0.0000091109 0.0025351806
1520530316.60002 0.389268 0.132115 0.233982 0.007133 -0.039964 -0.998150 0.045258 0.0000047593 -0.0000006038 -0.0000041975 0.0000072355 0.0000325069 0.0004085023 0.0025650445 -0.0000141596 -0.0000052856 0.0026002459 0.0000096190 0.0025345362
1520530316.65000 0.421858 0.139219 0.259799 0.006484 -0.031942 -0.998350 0.047273 0.0000047180 -0.0000005260 -0.0000038898 0.0000062708 0.0000260572 0.0004096253 0.0025669898 -0.0000164180 -0.0000050296 0.0026118019 0.0000101087 0.0025339168
1520530316.70003 0.454208 0.146167 0.281278 0.007154 -0.025455 -0.998649 0.044730 0.0000046874 -0.0000005300 -0.0000047807 0.0000056387 0.0000210059 0.0004101414 0.0025682217 -0.0000192812 -0.0000047291 0.0026243277 0.0000104123 0.0025331841
1520530316.75000 0.488591 0.155450 0.297771 0.008586 -0.020138 -0.998990 0.039234 0.0000046853 -0.0000005375 -0.0000061225 0.0000051786 0.0000166209 0.0004106491 0.0025697535 -0.0000221435 -0.0000043572 0.0026376517 0.0000106987 0.0025325687
1520530316.79995 0.523672 0.165700 0.308434 0.010954 -0.015952 -0.999278 0.032711 0.0000047182 -0.0000005492 -0.0000081795 0.0000048749 0.0000133028 0.0004109154 0.0025708870 -0.0000258070 -0.0000038172 0.0026525747 0.0000108848 0.0025319162
1520530316.84991 0.558085 0.176936 0.313280 0.013545 -0.012446 -0.999489 0.026138 0.0000047852 -0.0000005456 -0.0000104090 0.0000046451 0.0000104694 0.0004111239 0.0025720935 -0.0000300977 -0.0000034338 0.0026684292 0.0000110390 0.0025314497
1520530316.89987 0.592775 0.189033 0.312320 0.015946 -0.008350 -0.999626 0.020610 0.0000048498 -0.0000004901 -0.0000124254 0.0000044297 0.0000071642 0.0004111824 0.0025723818 -0.0000351085 -0.0000028408 0.0026844148 0.0000111499 0.0025309786
1520530316.94933 0.626006 0.201469 0.306474 0.014436 -0.005612 -0.999775 0.014472 0.0000047545 -0.0000003939 -0.0000113281 0.0000043072 0.0000049308 0.0004114597 0.0025736912 -0.0000404530 -0.0000025357 0.0027013948 0.0000111686 0.0025306660
1520530316.99931 0.659235 0.212701 0.295101 0.011370 -0.006746 -0.999876 0.008576 0.0000046079 -0.0000003685 -0.0000088271 0.0000042725 0.0000057877 0.0004117272 0.0025752485 -0.0000456215 -0.0000022124 0.0027188398 0.0000111199 0.0025303842
1520530317.04929 0.691727 0.221969 0.279118 0.008540 -0.011734 -0.999886 0.004070 0.0000044985 -0.0000003824 -0.0000064885 0.0000043678 0.0000098300 0.0004118320 0.0025766859 -0.0000504278 -0.0000018956 0.0027368734 0.0000110391 0.0025301829
1520530317.09927 0.723561 0.229421 0.258677 -0.006760 0.017758 0.999819 0.000364 0.0000044053 -0.0000003779 -0.0000050743 0.0000045877 0.0000147953 0.0004115402 0.0025772493 -0.0000551716 -0.0000015055 0.0027543948 0.0000104638 0.0025297483
1520530317.14925 0.754538 0.236295 0.235081 -0.005103 0.024462 0.999686 0.001641 0.0000043470 -0.0000003645 -0.0000037751 0.0000049960 0.0000201758 0.0004112309 0.0025784017 -0.0000592205 -0.0000011943 0.0027728863 0.0000103132 0.0025297000
1520530317.19925 0.785498 0.242385 0.208252 -0.004049 0.031103 0.999502 0.003544 0.0000043016 -0.0000003459 -0.0000029575 0.0000055521 0.0000255499 0.0004107441 0.0025796068 -0.0000634636 -0.0000009260 0.0027921490 0.0000101344 0.0025296987
1520530317.24928 0.817150 0.247040 0.178726 0.000378 0.038965 0.999227 0.005263 0.0000042245 -0.0000000831 0.0000005887 0.0000063962 0.0000318852 0.0004098534 0.0025794262 -0.0000676979 -0.0000006378 0.0028117173 0.0000097489 0.0025295955
1520530317.29930 0.848809 0.249798 0.147184 0.007278 0.047379 0.998806 0.009475 0.0000042850 0.0000004597 0.0000059788 0.0000075631 0.0000387170 0.0004086361 0.0025803972 -0.0000712952 -0.0000005224 0.0028335626 0.0000095845 0.0025297281
1520530317.34929 0.881394 0.251196 0.114522 0.017719 0.054112 0.998305 0.012068 0.0000046707 0.0000014654 0.0000142324 0.0000086800 0.0000442052 0.0004071454 0.0025812859 -0.0000745607 -0.0000004423 0.0028564668 0.0000094140 0.0025298885
1520530317.39930 0.915253 0.251056 0.081709 0.029322 0.057892 0.997793 0.014053 0.0000054980 0.0000026845 0.0000234162 0.0000093815 0.0000472923 0.0004055428 0.0025817997 -0.0000775606 -0.0000004662 0.0028811460 0.0000091675 0.0025300523
1520530317.44932 0.950192 0.248745 0.048867 0.041746 0.060005 0.997196 0.015993 0.0000068622 0.0000040355 0.0000332680 0.0000098202 0.0000490810 0.0004036846 0.0025822504 -0.0000799255 -0.0000005105 0.0029078676 0.0000089463 0.0025302638
1520530317.49932 0.987120 0.244789 0.017098 0.049850 0.062971 0.996615 0.017559 0.0000079700 0.0000050945 0.0000395508 0.0000104263 0.0000514645 0.0004017778 0.0025821609 -0.0000815447 -0.0000005976 0.0029366399 0.0000086931 0.0025305020
1520530317.54933 1.025634 0.238631 -0.012961 0.053837 0.065700 0.996189 0.019794 0.0000085329 0.0000057469 0.0000424903 0.0000110067 0.0000536787 0.0004005328 0.0025818843 -0.0000826357 -0.0000007061 0.0029683293 0.0000084749 0.0025307962
1520530317.59935 1.065881 0.231353 -0.041269 0.051447 0.068809 0.996022 0.023648 0.0000080104 0.0000057160 0.0000402912 0.0000116732 0.0000562128 0.0004003080 0.0025812260 -0.0000829699 -0.0000007761 0.0030029059 0.0000083192 0.0025311535
1520530317.64937 1.107962 0.222853 -0.067750 0.044245 0.073050 0.995942 0.028368 0.0000067752 0.0000051399 0.0000341958 0.0000126281 0.0000597117 0.0004003959 0.0025795518 -0.0000831123 -0.0000008656 0.0030395226 0.0000081181 0.0025315105
1520530317.69938 1.150845 0.213333 -0.092238 0.033698 0.080424 0.995601 0.034269 0.0000053198 0.0000041200 0.0000251543 0.0000143562 0.0000653670 0.0003999892 0.0025779569 -0.0000823776 -0.0000008782 0.0030792866 0.0000079831 0.0025318972
1520530317.74986 1.194113 0.202021 -0.114575 0.025448 0.090650 0.994813 0.038488 0.0000044474 0.0000032639 0.0000178406 0.0000171349 0.0000732737 0.0003980342 0.0025767702 -0.0000804630 -0.0000008682 0.0031209139 0.0000078999 0.0025323406
1520530317.79986 1.237723 0.189861 -0.133765 0.016822 0.103177 0.993609 0.042578 0.0000038303 0.0000020769 0.0000101372 0.0000209378 0.0000826500 0.0003948246 0.0025756621 -0.0000775176 -0.0000009042 0.0031643265 0.0000078338 0.0025328313
1520530317.84986 1.281490 0.177858 -0.149716 0.012225 0.116196 0.991955 0.048731 0.0000035614 0.0000012226 0.0000054268 0.0000253999 0.0000921923 0.0003905567 0.0025745715 -0.0000745221 -0.0000010480 0.0032096912 0.0000076664 0.0025333328
1520530317.89986 1.326105 0.167168 -0.161774 0.009878 0.128202 0.990119 0.055958 0.0000034441 0.0000005351 0.0000023090 0.0000300245 0.0001009177 0.0003860508 0.0025741025 -0.0000714536 -0.0000011520 0.0032568042 0.0000075861 0.0025339240
1520530317.94985 1.370973 0.157818 -0.168898 0.006455 0.138315 0.988112 0.066804 0.0000033866 -0.0000006525 -0.0000020326 0.0000341749 0.0001079899 0.0003819287 0.0025737608 -0.0000690441 -0.0000013124 0.0033061826 0.0000074713 0.0025345544
1520530317.99984 1.415407 0.150084 -0.170429 0.003947 0.145873 0.985940 0.081412 0.0000034294 -0.0000018953 -0.0000060553 0.0000373993 0.0001130844 0.0003786043 0.0025735917 -0.0000670985 -0.0000014777 0.0033568495 0.0000073866 0.0025352355
1520530318.04984 1.458160 0.144469 -0.166086 0.002861 0.148590 0.984139 0.096872 0.0000034903 -0.0000027808 -0.0000088517 0.0000385036 0.0001147888 0.0003771746 0.0025733572 -0.0000663614 -0.0000017172 0.0034062333 0.0000072349 0.0025359033
1520530318.09983 1.497969 0.140983 -0.155857 -0.001585 0.145021 0.983057 0.112098 0.0000037305 -0.0000041565 -0.0000137686 0.0000365186 0.0001118799 0.0003788763 0.0025736063 -0.0000662723 -0.0000019172 0.0034544264 0.0000071896 0.0025365923
1520530318.15039 1.533429 0.139689 -0.139913 -0.008824 0.135902 0.982585 0.126410 0.0000042369 -0.0000056096 -0.0000201934 0.0000319429 0.0001046034 0.0003828877 0.0025741249 -0.0000672107 -0.0000021481 0.0034989197 0.0000071708 0.0025372274
1520530318.20035 1.562856 0.141046 -0.119109 -0.015131 0.123443 0.982646 0.137620 0.0000047050 -0.0000062177 -0.0000251405 0.0000263851 0.0000947872 0.0003878468 0.0025745724 -0.0000691116 -0.0000024032 0.0035363728 0.0000071140 0.0025377570
1520530318.25035 1.586782 0.144194 -0.093615 -0.020306 0.109837 0.982783 0.147179 0.0000050851 -0.0000061918 -0.0000285909 0.0000211306 0.0000841345 0.0003926686 0.0025752894 -0.0000721739 -0.0000027002 0.0035669765 0.0000070656 0.0025382146
1520530318.30036 1.604728 0.148997 -0.064350 -0.026414 0.096865 0.982693 0.155675 0.0000056387 -0.0000061141 -0.0000327222 0.0000165731 0.0000733821 0.0003966385 0.0025759367 -0.0000758047 -0.0000029594 0.0035908639 0.0000070495 0.0025385884
1520530318.35036 1.617521 0.155722 -0.032587 -0.033270 0.084686 0.982522 0.162392 0.0000063590 -0.0000059240 -0.0000372396 0.0000128340 0.0000629732 0.0003996749 0.0025768772 -0.0000803211 -0.0000032175 0.0036076929 0.0000070464 0.0025388740
1520530318.40037 1.624575 0.163129 0.001338 -0.038505 0.072940 0.982536 0.166793 0.0000068452 -0.0000053503 -0.0000402042 0.0000098137 0.0000530130 0.0004021465 0.0025772313 -0.0000856509 -0.0000033029 0.0036174405 0.0000071332 0.0025390109
1520530318.45038 1.626773 0.171314 0.036093 -0.043017 0.062012 0.982984 0.167473 0.0000072278 -0.0000046432 -0.0000425393 0.0000074870 0.0000437441 0.0004039200 0.0025772309 -0.0000909926 -0.0000032443 0.0036188431 0.0000073271 0.0025388808
1520530318.50039 1.623379 0.179002 0.071860 -0.047199 0.052234 0.983573 0.166215 0.0000076050 -0.0000039373 -0.0000445404 0.0000058220 0.0000355724 0.0004051430 0.0025779771 -0.0000961292 -0.0000032424 0.0036138548 0.0000074861 0.0025388218
1520530318.55039 1.614078 0.185649 0.107611 -0.051178 0.043435 0.983866 0.165838 0.0000080162 -0.0000032308 -0.0000465906 0.0000045889 0.0000280174 0.0004058412 0.0025785076 -0.0001003927 -0.0000031424 0.0036012912 0.0000076906 0.0025386723
1520530318.60018 1.598278 0.191805 0.142573 -0.054629 0.034333 0.984569 0.162669 0.0000083141 -0.0000024047 -0.0000480902 0.0000036319 0.0000203379 0.0004062213 0.0025783513 -0.0001031839 -0.0000029199 0.0035800747 0.0000079390 0.0025383846
1520530318.65018 1.577605 0.195990 0.175528 -0.059439 0.023932 0.985006 0.160178 0.0000088826 -0.0000014101 -0.0000505729 0.0000029081 0.0000115179 0.0004060878 0.0025783334 -0.0001053246 -0.0000027338 0.0035517539 0.0000081839 0.0025380592
1520530318.70018 1.551669 0.198002 0.205690 -0.064493 0.013694 0.985324 0.157449 0.0000095421 -0.0000003164 -0.0000532554 0.0000025749 0.0000027908 0.0004053684 0.0025778833 -0.0001059083 -0.0000025260 0.0035173541 0.0000084343 0.0025376918
1520530318.75018 1.520758 0.198803 0.231717 -0.066738 0.004139 0.986086 0.152192 0.0000096630 0.0000007228 -0.0000538287 0.0000025918 -0.0000048639 0.0004048337 0.0025770953 -0.0001049028 -0.0000023224 0.0034773526 0.0000086434 0.0025372732
1520530318.80018 1.485463 0.198235 0.252262 -0.066414 -0.004975 0.986888 0.147024 0.0000092710 0.0000016411 -0.0000524907 0.0000028589 -0.0000118331 0.0004043469 0.0025756571 -0.0001033708 -0.0000020607 0.0034322876 0.0000088636 0.0025368165
1520530318.85018 1.447110 0.196543 0.266198 -0.062744 -0.013469 0.987924 0.141022 0.0000082538 0.0000022811 -0.0000486255 0.0000032811 -0.0000178572 0.0004042916 0.0025738044 -0.0001009643 -0.0000018002 0.0033840085 0.0000090100 0.0025363342
1520530318.90019 1.405822 0.194171 0.271618 -0.054221 -0.019413 0.989583 0.131943 0.0000065767 0.0000023277 -0.0000413395 0.0000035909 -0.0000212785 0.0004048817 0.0025716124 -0.0000981427 -0.0000016083 0.0033340962 0.0000090567 0.0025358667
1520530318.95019 1.361930 0.190238 0.268424 -0.044002 -0.021463 0.991488 0.120645 0.0000050288 0.0000019293 -0.0000332087 0.0000035884 -0.0000214500 0.0004055389 0.0025689252 -0.0000948227 -0.0000014145 0.0032821561 0.0000090158 0.0025354468
1520530318.99958 1.316253 0.185064 0.256974 -0.037231 -0.018813 0.993014 0.110381 0.0000042347 0.0000014640 -0.0000282004 0.0000032630 -0.0000183470 0.0004059689 0.0025665537 -0.0000900153 -0.0000012425 0.0032315167 0.0000088816 0.0025350457
1520530319.04958 1.269053 0.178800 0.238076 -0.034330 -0.013798 0.994253 0.100459 0.0000039627 0.0000011050 -0.0000264040 0.0000028757 -0.0000137577 0.0004058965 0.0025639891 -0.0000846553 -0.0000011071 0.0031802851 0.0000086403 0.0025346065
1520530319.09959 1.221075 0.171775 0.213092 -0.032010 -0.007520 0.995421 0.089758 0.0000037750 0.0000007437 -0.0000251133 0.0000025506 -0.0000082846 0.0004057642 0.0025615433 -0.0000789496 -0.0000010396 0.0031308493 0.0000083580 0.0025341471
1520530319.14959 1.172676 0.163762 0.183730 -0.027721 0.001420 0.996577 0.077867 0.0000034209 0.0000002800 -0.0000222802 0.0000023513 -0.0000005230 0.0004056778 0.0025590132 -0.0000729571 -0.0000010163 0.0030828750 0.0000080654 0.0025336802
1520530319.19960 1.124730 0.154370 0.150678 -0.023032 0.014403 0.997396 0.066805 0.0000030883 -0.0000002242 -0.0000191947 0.0000025917 0.0000103991 0.0004052678 0.0025566198 -0.0000666354 -0.0000010058 0.0030373934 0.0000077642 0.0025332398
1520530319.24961 1.076925 0.143738 0.115106 -0.017496 0.030122 0.997799 0.056419 0.0000027435 -0.0000006031 -0.0000153095 0.0000036639 0.0000234435 0.0004040865 0.0025542152 -0.0000600070 -0.0000010079 0.0029942278 0.0000074749 0.0025327976
1520530319.29963 1.029831 0.131979 0.078052 -0.013400 0.045235 0.997765 0.047316 0.0000025167 -0.0000007922 -0.0000122782 0.0000054727 0.0000358103 0.0004019830 0.0025516424 -0.0000534027 -0.0000010055 0.0029533624 0.0000071713 0.0025323063
1520530319.34964 0.982693 0.119577 0.040564 -0.010771 0.058214 0.997444 0.040008 0.0000023956 -0.0000008753 -0.0000103211 0.0000075971 0.0000461661 0.0003996079 0.0025494057 -0.0000468872 -0.0000010096 0.0029153424 0.0000069268 0.0025318211
1520530319.39951 0.936876 0.106660 0.002970 -0.010730 0.068788 0.997015 0.033380 0.0000023717 -0.0000010804 -0.0000102507 0.0000097173 0.0000544909 0.0003970879 0.0025471674 -0.0000406732 -0.0000010230 0.0028792355 0.0000066926 0.0025312340
1520530319.44952 0.890753 0.094173 -0.033783 -0.011612 0.077907 0.996552 0.026076 0.0000023906 -0.0000013306 -0.0000106978 0.0000117888 0.0000614747 0.0003947203 0.0025452652 -0.0000347112 -0.0000010665 0.0028457535 0.0000065090 0.0025307328
1520530319.49953 0.845141 0.081718 -0.069134 -0.013203 0.088343 0.995867 0.016455 0.0000024349 -0.0000016927 -0.0000114685 0.0000145125 0.0000694785 0.0003916985 0.0025435901 -0.0000293824 -0.0000011204 0.0028138772 0.0000063469 0.0025302131
1520530319.54955 0.799821 0.069879 -0.101574 -0.017529 0.100621 0.994768 0.002150 0.0000025991 -0.0000024690 -0.0000138293 0.0000181730 0.0000787904 0.0003876599 0.0025421678 -0.0000245813 -0.0000011639 0.0027838686 0.0000062042 0.0025296705
1520530319.59956 0.754791 0.058987 -0.129319 0.025698 -0.113732 -0.993068 0.014855 0.0000030133 -0.0000039771 -0.0000185805 0.0000226580 0.0000886252 0.0003824936 0.0025407950 -0.0000204054 -0.0000011255 0.0027557838 0.0000060306 0.0025290136
1520530319.64956 0.709667 0.050205 -0.152114 0.036934 -0.125158 -0.990922 0.032326 0.0000038126 -0.0000062063 -0.0000252434 0.0000271663 0.0000972439 0.0003769966 0.0025398576 -0.0000173121 -0.0000011504 0.0027293223 0.0000059137 0.0025283533
1520530319.69957 0.663890 0.044781 -0.169383 0.048789 -0.134323 -0.988372 0.051949 0.0000048518 -0.0000086458 -0.0000317691 0.0000313304 0.0001043357 0.0003716220 0.0025391667 -0.0000152921 -0.0000011593 0.0027040270 0.0000058547 0.0025277145
1520530319.74966 0.616258 0.043702 -0.179663 0.056959 -0.139991 -0.985693 0.074616 0.0000054713 -0.0000101422 -0.0000349877 0.0000343260 0.0001090873 0.0003678222 0.0025386250 -0.0000142022 -0.0000010951 0.0026795810 0.0000057461 0.0025270018
