timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715279.66125 0.019630 -0.141294 0.125338 0.562641 -0.588071 0.402591 0.418961 0.0003597163 -0.0000009282 -0.0001218332 0.0000051806 0.0000001784 0.0000463609 0.0025380048 0.0000007499 -0.0000008057 0.0025394334 -0.0000056450 0.0025413163
1403715279.71120 0.018761 -0.142927 0.128056 0.562556 -0.587937 0.402751 0.419109 0.0003597570 -0.0000008926 -0.0001216539 0.0000050389 0.0000001872 0.0000461823 0.0025370974 0.0000008643 -0.0000009191 0.0025380361 -0.0000059282 0.0025379191
1403715279.76120 0.018129 -0.144490 0.131964 0.562606 -0.587964 0.402788 0.418970 0.0003596106 -0.0000009189 -0.0001217257 0.0000049266 0.0000002137 0.0000462090 0.0025362314 0.0000009746 -0.0000010668 0.0025368807 -0.0000062854 0.0025350454
1403715279.81123 0.017001 -0.145393 0.136815 0.562498 -0.588282 0.402814 0.418641 0.0003594129 -0.0000012205 -0.0001218709 0.0000048412 0.0000003315 0.0000463013 0.0025354177 0.0000010720 -0.0000011548 0.0025359518 -0.0000066938 0.0025327385
1403715279.86119 0.015820 -0.145633 0.142399 0.562807 -0.588368 0.402605 0.418306 0.0003591525 -0.0000011695 -0.0001221205 0.0000047756 0.0000003247 0.0000464822 0.0025347234 0.0000011134 -0.0000012363 0.0025351513 -0.0000068345 0.0025300647
1403715279.91108 0.014699 -0.145580 0.148587 0.563193 -0.588703 0.402011 0.417888 0.0003586766 -0.0000010585 -0.0001226468 0.0000047240 0.0000002962 0.0000468860 0.0025341512 0.0000011604 -0.0000013648 0.0025345137 -0.0000069247 0.0025276887
1403715279.96111 0.013660 -0.145812 0.155765 0.564416 -0.589616 0.400269 0.416620 0.0003573256 -0.0000006999 -0.0001242664 0.0000046847 0.0000001814 0.0000481707 0.0025336938 0.0000012651 -0.0000014969 0.0025339724 -0.0000069979 0.0025259039
1403715280.01109 0.012706 -0.146045 0.162466 0.566660 -0.592181 0.396927 0.413118 0.0003542992 -0.0000007615 -0.0001278573 0.0000046609 0.0000002158 0.0000511305 0.0025334080 0.0000014664 -0.0000016931 0.0025333318 -0.0000069218 0.0025243680
1403715280.06092 0.011757 -0.146516 0.168254 0.569734 -0.595262 0.392538 0.408632 0.0003502725 -0.0000006776 -0.0001323989 0.0000046438 0.0000001992 0.0000550886 0.0025331877 0.0000017486 -0.0000018909 0.0025323663 -0.0000068005 0.0025230451
1403715280.11082 0.010482 -0.147074 0.175031 0.573728 -0.596818 0.386623 0.406408 0.0003464987 0.0000017218 -0.0001363729 0.0000046282 -0.0000007443 0.0000587628 0.0025326932 0.0000021022 -0.0000020960 0.0025312141 -0.0000067672 0.0025218146
1403715280.16123 0.008461 -0.147837 0.181967 0.576654 -0.597068 0.382671 0.405640 0.0003442223 0.0000039467 -0.0001386287 0.0000046645 -0.0000016662 0.0000609553 0.0025325751 0.0000023918 -0.0000021913 0.0025304440 -0.0000069276 0.0025214403
1403715280.21162 0.006534 -0.149859 0.189885 0.579456 -0.595524 0.378822 0.407524 0.0003432335 0.0000076835 -0.0001394320 0.0000047877 -0.0000032156 0.0000617820 0.0025325685 0.0000025433 -0.0000022266 0.0025299839 -0.0000071859 0.0025210837
1403715280.26197 0.004874 -0.152924 0.198431 0.581167 -0.593389 0.376342 0.410490 0.0003433832 0.0000111132 -0.0001390132 0.0000049645 -0.0000046075 0.0000614143 0.0025327889 0.0000026826 -0.0000022302 0.0025296448 -0.0000074738 0.0025207018
1403715280.31217 0.004229 -0.157409 0.207091 0.582128 -0.591211 0.375145 0.413357 0.0003440741 0.0000137611 -0.0001380421 0.0000051365 -0.0000056393 0.0000605075 0.0025331695 0.0000028379 -0.0000022103 0.0025294076 -0.0000077637 0.0025203365
1403715280.36215 0.004431 -0.163192 0.215815 0.582224 -0.589250 0.374665 0.416445 0.0003452346 0.0000158701 -0.0001365901 0.0000052927 -0.0000064062 0.0000591474 0.0025337354 0.0000030242 -0.0000022028 0.0025292429 -0.0000080355 0.0025200300
1403715280.41209 0.005286 -0.169913 0.224626 0.581392 -0.587956 0.374167 0.419869 0.0003464890 0.0000176627 -0.0001350237 0.0000054410 -0.0000070196 0.0000577031 0.0025344872 0.0000032316 -0.0000022190 0.0025290947 -0.0000082924 0.0025198300
1403715280.46200 0.006980 -0.177616 0.232697 0.578702 -0.589682 0.374858 0.420548 0.0003472467 0.0000163278 -0.0001343624 0.0000052870 -0.0000064524 0.0000570639 0.0025354707 0.0000034359 -0.0000022913 0.0025289924 -0.0000085277 0.0025197063
1403715280.51182 0.009271 -0.186071 0.240225 0.573345 -0.593395 0.376715 0.421004 0.0003485185 0.0000130156 -0.0001333261 0.0000049880 -0.0000051046 0.0000560577 0.0025366458 0.0000036342 -0.0000024399 0.0025289098 -0.0000087864 0.0025195703
1403715280.56166 0.011814 -0.194529 0.247886 0.567292 -0.597763 0.377782 0.422066 0.0003496015 0.0000099457 -0.0001323760 0.0000047765 -0.0000038837 0.0000551581 0.0025379723 0.0000038220 -0.0000025730 0.0025288046 -0.0000091238 0.0025194872
1403715280.61167 0.014798 -0.203081 0.256064 0.560050 -0.602905 0.378121 0.424116 0.0003508492 0.0000069650 -0.0001311519 0.0000046345 -0.0000027124 0.0000540386 0.0025394297 0.0000040313 -0.0000027042 0.0025287783 -0.0000095105 0.0025194533
1403715280.66156 0.017446 -0.211620 0.264286 0.552667 -0.608449 0.376108 0.427659 0.0003517224 0.0000054545 -0.0001302194 0.0000045865 -0.0000021264 0.0000532059 0.0025409688 0.0000043406 -0.0000027937 0.0025287747 -0.0000099616 0.0025194330
1403715280.71158 0.018601 -0.222010 0.272293 0.544508 -0.614689 0.373600 0.431382 0.0003525063 0.0000037992 -0.0001293626 0.0000045466 -0.0000014989 0.0000524444 0.0025423296 0.0000046329 -0.0000027587 0.0025287911 -0.0000103725 0.0025193577
1403715280.76154 0.021149 -0.232029 0.278950 0.536283 -0.621429 0.369696 0.435376 0.0003527757 0.0000027137 -0.0001290743 0.0000045340 -0.0000010968 0.0000521836 0.0025442902 0.0000049053 -0.0000027146 0.0025291103 -0.0000107551 0.0025194266
1403715280.81152 0.022944 -0.242507 0.285058 0.528103 -0.628607 0.364960 0.439050 0.0003526778 0.0000017466 -0.0001292117 0.0000045292 -0.0000007420 0.0000522904 0.0025462584 0.0000052929 -0.0000026641 0.0025296517 -0.0000111388 0.0025195645
1403715280.86155 0.025299 -0.253256 0.290949 0.519554 -0.635065 0.360276 0.443799 0.0003531494 0.0000012394 -0.0001286776 0.0000045264 -0.0000005529 0.0000518183 0.0025484221 0.0000056200 -0.0000025792 0.0025303259 -0.0000115025 0.0025197220
1403715280.91158 0.028298 -0.263314 0.296078 0.511833 -0.640935 0.355471 0.448184 0.0003533549 0.0000010480 -0.0001284499 0.0000045157 -0.0000004816 0.0000516038 0.0025506852 0.0000060028 -0.0000024646 0.0025310474 -0.0000118214 0.0025198536
1403715280.96166 0.031813 -0.273546 0.300798 0.505178 -0.645751 0.351354 0.452052 0.0003536651 0.0000009643 -0.0001281010 0.0000044947 -0.0000004459 0.0000512842 0.0025529806 0.0000063465 -0.0000023054 0.0025318434 -0.0000120802 0.0025199700
1403715281.01168 0.035236 -0.283061 0.305272 0.499092 -0.650154 0.347982 0.455099 0.0003538639 0.0000005669 -0.0001278863 0.0000044527 -0.0000002929 0.0000510674 0.0025552989 0.0000067297 -0.0000021104 0.0025326057 -0.0000122565 0.0025200273
1403715281.06168 0.038973 -0.292729 0.309857 0.494499 -0.653805 0.343961 0.457931 0.0003537373 0.0000010426 -0.0001280537 0.0000043806 -0.0000004577 0.0000511426 0.0025573018 0.0000070817 -0.0000018558 0.0025331043 -0.0000122774 0.0025200032
1403715281.11170 0.042033 -0.302584 0.314605 0.490158 -0.656844 0.341166 0.460335 0.0003538870 0.0000011382 -0.0001279030 0.0000042893 -0.0000004744 0.0000509500 0.0025597072 0.0000074860 -0.0000016459 0.0025335057 -0.0000122345 0.0025199935
1403715281.16173 0.044951 -0.311938 0.318952 0.486559 -0.658925 0.338941 0.462815 0.0003542383 0.0000013665 -0.0001275133 0.0000041681 -0.0000005350 0.0000505427 0.0025621893 0.0000078659 -0.0000014395 0.0025336517 -0.0000121000 0.0025199635
1403715281.21180 0.047522 -0.321042 0.322723 0.483294 -0.661047 0.336653 0.464875 0.0003543868 0.0000015534 -0.0001273653 0.0000040219 -0.0000005760 0.0000503254 0.0025644918 0.0000082286 -0.0000012380 0.0025334862 -0.0000118607 0.0025198950
1403715281.26188 0.049532 -0.329590 0.325825 0.479499 -0.663725 0.334453 0.466574 0.0003543897 0.0000012138 -0.0001273974 0.0000038744 -0.0000004346 0.0000502625 0.0025667947 0.0000085788 -0.0000010808 0.0025333217 -0.0000116748 0.0025198711
1403715281.31194 0.050632 -0.338449 0.328145 0.475551 -0.666993 0.331296 0.468203 0.0003540880 0.0000012300 -0.0001277925 0.0000036959 -0.0000004355 0.0000504724 0.0025685552 0.0000087722 -0.0000008769 0.0025325665 -0.0000113333 0.0025197462
1403715281.36204 0.051817 -0.347548 0.329839 0.471167 -0.670666 0.327727 0.469898 0.0003537233 0.0000011725 -0.0001282602 0.0000035433 -0.0000004016 0.0000507680 0.0025708515 0.0000089075 -0.0000007601 0.0025320939 -0.0000111491 0.0025197026
1403715281.41210 0.053113 -0.357141 0.331339 0.466387 -0.674602 0.323576 0.471905 0.0003532954 0.0000013410 -0.0001287979 0.0000034175 -0.0000004632 0.0000511391 0.0025734849 0.0000091894 -0.0000006609 0.0025319990 -0.0000110594 0.0025197031
1403715281.46210 0.054104 -0.366452 0.332077 0.460538 -0.678494 0.318932 0.475219 0.0003533425 0.0000017796 -0.0001287749 0.0000032883 -0.0000006261 0.0000510176 0.0025763128 0.0000094444 -0.0000005319 0.0025319903 -0.0000109894 0.0025196766
1403715281.51217 0.053749 -0.375678 0.331982 0.453808 -0.682915 0.313718 0.478818 0.0003533848 0.0000021642 -0.0001287600 0.0000031289 -0.0000007692 0.0000508645 0.0025789252 0.0000096474 -0.0000003839 0.0025317743 -0.0000108705 0.0025195753
1403715281.56219 0.054339 -0.385675 0.331257 0.446456 -0.687985 0.307310 0.482612 0.0003533428 0.0000029202 -0.0001288310 0.0000030194 -0.0000010526 0.0000508223 0.0025818477 0.0000096374 -0.0000002579 0.0025319256 -0.0000108514 0.0025195913
1403715281.61219 0.054833 -0.396075 0.329891 0.437937 -0.693440 0.300822 0.486681 0.0003533847 0.0000032838 -0.0001288125 0.0000028963 -0.0000011930 0.0000506895 0.0025851246 0.0000098236 -0.0000001306 0.0025322359 -0.0000108473 0.0025196100
1403715281.66219 0.055169 -0.406636 0.327727 0.428332 -0.699449 0.294081 0.490733 0.0003533636 0.0000032180 -0.0001288793 0.0000027641 -0.0000011777 0.0000506279 0.0025887059 0.0000100290 -0.0000000098 0.0025326477 -0.0000108737 0.0025196312
1403715281.71216 0.055147 -0.417352 0.325326 0.418366 -0.705646 0.286494 0.494929 0.0003532145 0.0000036034 -0.0001290841 0.0000026436 -0.0000013303 0.0000506891 0.0025924352 0.0000102086 0.0000001015 0.0025331592 -0.0000109197 0.0025196714
1403715281.76211 0.055718 -0.428449 0.322639 0.407844 -0.712298 0.278643 0.498652 0.0003529165 0.0000034728 -0.0001294761 0.0000025183 -0.0000012957 0.0000509015 0.0025963393 0.0000103257 0.0000002029 0.0025337763 -0.0000109781 0.0025197114
1403715281.81213 0.055615 -0.438640 0.319611 0.396853 -0.718919 0.270856 0.502296 0.0003524427 0.0000035018 -0.0001300662 0.0000024054 -0.0000013224 0.0000512905 0.0026005286 0.0000106373 0.0000002874 0.0025344944 -0.0000110409 0.0025197781
1403715281.86212 0.055377 -0.449346 0.316346 0.385165 -0.725058 0.263374 0.506529 0.0003525947 0.0000032188 -0.0001299379 0.0000022910 -0.0000012257 0.0000510612 0.0026045427 0.0000108040 0.0000003513 0.0025352708 -0.0000110975 0.0025198439
1403715281.91211 0.056481 -0.460237 0.313311 0.373972 -0.731345 0.255003 0.510151 0.0003524083 0.0000033393 -0.0001302040 0.0000021422 -0.0000012652 0.0000510474 0.0026086002 0.0000109454 0.0000003397 0.0025359774 -0.0000111036 0.0025198473
1403715281.96210 0.056261 -0.471370 0.308945 0.362414 -0.737204 0.247505 0.513739 0.0003521556 0.0000028568 -0.0001305488 0.0000020413 -0.0000011017 0.0000512186 0.0026131099 0.0000113970 0.0000003424 0.0025369246 -0.0000111522 0.0025198956
1403715282.01210 0.056084 -0.482841 0.304145 0.350839 -0.742929 0.240165 0.517000 0.0003520551 0.0000022766 -0.0001307192 0.0000019415 -0.0000008978 0.0000512357 0.0026178355 0.0000116144 0.0000003348 0.0025378397 -0.0000111894 0.0025199339
1403715282.06208 0.055516 -0.494648 0.298781 0.339412 -0.748256 0.233055 0.520190 0.0003520193 0.0000017642 -0.0001308111 0.0000018410 -0.0000007151 0.0000511861 0.0026228630 0.0000118119 0.0000003102 0.0025387681 -0.0000112126 0.0025199435
1403715282.11203 0.054563 -0.507671 0.293187 0.329077 -0.752812 0.225014 0.523785 0.0003521557 0.0000024811 -0.0001306871 0.0000017361 -0.0000009811 0.0000509279 0.0026281197 0.0000119505 0.0000003169 0.0025395685 -0.0000111595 0.0025198413
1403715282.16210 0.054290 -0.521313 0.287260 0.318451 -0.757816 0.217915 0.526134 0.0003519394 0.0000018204 -0.0001309869 0.0000016386 -0.0000007395 0.0000510727 0.0026340378 0.0000120635 0.0000002741 0.0025404785 -0.0000111330 0.0025198085
1403715282.21209 0.053520 -0.534540 0.281036 0.308316 -0.761865 0.210353 0.529391 0.0003519440 0.0000023065 -0.0001310141 0.0000015509 -0.0000009267 0.0000509858 0.0026404721 0.0000123566 0.0000002653 0.0025414912 -0.0000111321 0.0025197782
1403715282.26207 0.053381 -0.548956 0.274504 0.298073 -0.766538 0.202536 0.531555 0.0003515807 0.0000023284 -0.0001314703 0.0000014609 -0.0000009421 0.0000512685 0.0026468261 0.0000125024 0.0000002622 0.0025424819 -0.0000111147 0.0025197423
1403715282.31206 0.053167 -0.563299 0.267881 0.287905 -0.770923 0.194912 0.533665 0.0003510912 0.0000024764 -0.0001320647 0.0000013797 -0.0000010073 0.0000516819 0.0026539931 0.0000128117 0.0000002786 0.0025435598 -0.0000111014 0.0025196796
1403715282.36205 0.053295 -0.577420 0.261793 0.277677 -0.774883 0.187096 0.536141 0.0003507644 0.0000027997 -0.0001324676 0.0000013066 -0.0000011384 0.0000519347 0.0026612278 0.0000131273 0.0000003121 0.0025446550 -0.0000110892 0.0025195970
1403715282.41195 0.053681 -0.592261 0.255124 0.268776 -0.778803 0.177599 0.538224 0.0003501531 0.0000045089 -0.0001331442 0.0000012703 -0.0000018006 0.0000524536 0.0026684740 0.0000134231 0.0000003770 0.0025457838 -0.0000110628 0.0025195371
1403715282.46197 0.054405 -0.607030 0.248600 0.258218 -0.782706 0.170322 0.540079 0.0003497640 0.0000043290 -0.0001336224 0.0000012047 -0.0000017417 0.0000527915 0.0026764266 0.0000139236 0.0000004416 0.0025469882 -0.0000110265 0.0025194662
1403715282.51197 0.054644 -0.622972 0.242054 0.248147 -0.785749 0.162636 0.542744 0.0003499432 0.0000049484 -0.0001334374 0.0000011485 -0.0000019718 0.0000525339 0.0026845980 0.0000143644 0.0000004934 0.0025480861 -0.0000109897 0.0025193551
1403715282.56197 0.054742 -0.638516 0.235783 0.237895 -0.788730 0.155205 0.545181 0.0003499769 0.0000052781 -0.0001334237 0.0000011098 -0.0000021000 0.0000524416 0.0026934474 0.0000147852 0.0000005361 0.0025492931 -0.0000109499 0.0025192461
1403715282.61199 0.054234 -0.653800 0.230249 0.227923 -0.790448 0.148312 0.548859 0.0003509604 0.0000056843 -0.0001323399 0.0000010644 -0.0000022158 0.0000513691 0.0027022097 0.0000151189 0.0000006344 0.0025502619 -0.0000108485 0.0025189915
1403715282.66199 0.054200 -0.670375 0.224087 0.217342 -0.792298 0.142456 0.552026 0.0003520700 0.0000052823 -0.0001311260 0.0000010157 -0.0000020459 0.0000502446 0.0027109647 0.0000153109 0.0000006512 0.0025514258 -0.0000108225 0.0025189251
1403715282.71198 0.053495 -0.687832 0.217964 0.206247 -0.794173 0.137065 0.554946 0.0003530491 0.0000042717 -0.0001300654 0.0000009486 -0.0000016500 0.0000492536 0.0027205182 0.0000156262 0.0000006582 0.0025525144 -0.0000107976 0.0025188109
1403715282.76198 0.053696 -0.704606 0.211419 0.195038 -0.796087 0.132628 0.557329 0.0003538900 0.0000023715 -0.0001291616 0.0000008803 -0.0000009393 0.0000484199 0.0027307463 0.0000157592 0.0000006203 0.0025535906 -0.0000107932 0.0025187320
1403715282.81196 0.053686 -0.721416 0.204494 0.183995 -0.798530 0.127736 0.558730 0.0003541123 0.0000006459 -0.0001289538 0.0000008348 -0.0000003050 0.0000481857 0.0027406605 0.0000159939 0.0000005632 0.0025546270 -0.0000108000 0.0025186483
1403715282.86195 0.053278 -0.738889 0.197560 0.173850 -0.800093 0.121505 0.561127 0.0003547799 0.0000002434 -0.0001281940 0.0000008046 -0.0000001549 0.0000474943 0.0027508849 0.0000162426 0.0000004946 0.0025556736 -0.0000108025 0.0025185549
1403715282.91194 0.052729 -0.756842 0.190544 0.163885 -0.801189 0.114969 0.563932 0.0003556943 0.0000002120 -0.0001271243 0.0000007773 -0.0000001405 0.0000465595 0.0027617334 0.0000165066 0.0000004193 0.0025567803 -0.0000107894 0.0025184535
1403715282.96193 0.052119 -0.774858 0.183403 0.153510 -0.802873 0.108805 0.565678 0.0003560295 -0.0000003985 -0.0001267489 0.0000007516 0.0000000806 0.0000462057 0.0027732686 0.0000166825 0.0000003383 0.0025579196 -0.0000107627 0.0025183491
1403715283.01191 0.051219 -0.793289 0.176270 0.142886 -0.804155 0.102953 0.567731 0.0003566388 -0.0000013088 -0.0001260276 0.0000007316 0.0000004052 0.0000455758 0.0027850649 0.0000168678 0.0000002408 0.0025590648 -0.0000107425 0.0025182365
1403715283.06191 0.050553 -0.811856 0.169273 0.131800 -0.805348 0.097636 0.569659 0.0003572365 -0.0000027063 -0.0001252971 0.0000007245 0.0000008968 0.0000449483 0.0027973852 0.0000169601 0.0000001347 0.0025602230 -0.0000107164 0.0025181211
1403715283.11190 0.050120 -0.830095 0.162233 0.120651 -0.806723 0.092782 0.570993 0.0003575391 -0.0000045070 -0.0001248936 0.0000007380 0.0000015273 0.0000445956 0.0028100415 0.0000171519 0.0000000243 0.0025613431 -0.0000106747 0.0025180013
1403715283.16190 0.049756 -0.848049 0.155151 0.109195 -0.807755 0.088713 0.572485 0.0003579762 -0.0000068753 -0.0001242675 0.0000007949 0.0000023454 0.0000440754 0.0028225849 0.0000173634 -0.0000001091 0.0025625089 -0.0000106549 0.0025179043
1403715283.21190 0.049750 -0.865949 0.147842 0.097863 -0.808671 0.084393 0.573892 0.0003584303 -0.0000089608 -0.0001235847 0.0000008633 0.0000030602 0.0000435108 0.0028350453 0.0000176468 -0.0000002754 0.0025635932 -0.0000106243 0.0025177681
1403715283.26189 0.049883 -0.882511 0.141331 0.087525 -0.809382 0.079147 0.575305 0.0003586917 -0.0000103245 -0.0001231737 0.0000009219 0.0000035189 0.0000431732 0.0028479079 0.0000180050 -0.0000004192 0.0025648054 -0.0000105780 0.0025176868
1403715283.31189 0.050110 -0.898759 0.134727 0.076949 -0.810272 0.074471 0.576188 0.0003587405 -0.0000120784 -0.0001229831 0.0000010166 0.0000041182 0.0000430141 0.0028600266 0.0000184148 -0.0000005674 0.0025659654 -0.0000105389 0.0025176048
1403715283.36188 0.050284 -0.914254 0.128658 0.067462 -0.810449 0.068700 0.577842 0.0003592806 -0.0000126087 -0.0001222648 0.0000010377 0.0000042709 0.0000424380 0.0028717690 0.0000189055 -0.0000007103 0.0025671453 -0.0000104834 0.0025175250
1403715283.41182 0.050107 -0.928915 0.122152 0.058370 -0.812085 0.062921 0.577194 0.0003584798 -0.0000131348 -0.0001232689 0.0000010626 0.0000044998 0.0000432020 0.0028830440 0.0000194458 -0.0000008374 0.0025682730 -0.0000104111 0.0025174638
1403715283.46179 0.049916 -0.942914 0.115594 0.049735 -0.814015 0.057166 0.575880 0.0003573315 -0.0000134999 -0.0001247116 0.0000010782 0.0000046982 0.0000443264 0.0028937893 0.0000198632 -0.0000009622 0.0025693386 -0.0000103238 0.0025174172
1403715283.51177 0.048392 -0.955895 0.109201 0.042423 -0.815983 0.050051 0.574341 0.0003561047 -0.0000123703 -0.0001263514 0.0000009803 0.0000043828 0.0000456157 0.0029039088 0.0000204033 -0.0000010315 0.0025701371 -0.0000101898 0.0025172854
1403715283.56173 0.047492 -0.968401 0.104025 0.035567 -0.817825 0.042556 0.572787 0.0003548296 -0.0000108871 -0.0001280620 0.0000008748 0.0000039232 0.0000469959 0.0029134624 0.0000203142 -0.0000010952 0.0025711464 -0.0000100807 0.0025172640
1403715283.61174 0.047133 -0.980591 0.099329 0.029300 -0.819825 0.035761 0.570745 0.0003533593 -0.0000094900 -0.0001299430 0.0000007861 0.0000034845 0.0000485550 0.0029228628 0.0000205212 -0.0000011178 0.0025720936 -0.0000099824 0.0025172405
1403715283.66180 0.047108 -0.993001 0.094883 0.024374 -0.821354 0.030184 0.569097 0.0003521688 -0.0000082026 -0.0001314372 0.0000007134 0.0000030578 0.0000498191 0.0029323606 0.0000207928 -0.0000011105 0.0025729370 -0.0000098970 0.0025172098
1403715283.71185 0.047573 -1.005810 0.090657 0.020262 -0.822115 0.025691 0.568381 0.0003516136 -0.0000072264 -0.0001321498 0.0000006624 0.0000027148 0.0000504229 0.0029420079 0.0000211720 -0.0000010874 0.0025735972 -0.0000098078 0.0025171643
1403715283.76188 0.047770 -1.019225 0.086486 0.016622 -0.822519 0.022803 0.568037 0.0003513244 -0.0000069911 -0.0001325132 0.0000006463 0.0000026390 0.0000507299 0.0029523485 0.0000216884 -0.0000010536 0.0025741797 -0.0000097144 0.0025171201
1403715283.81193 0.047699 -1.033273 0.082421 0.013133 -0.822020 0.021388 0.568905 0.0003518421 -0.0000075485 -0.0001319108 0.0000006618 0.0000028379 0.0000501907 0.0029633433 0.0000221006 -0.0000010165 0.0025744594 -0.0000096642 0.0025170346
