# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715281.16188 0.043974 -0.309031 0.315771 0.486347 -0.659031 0.338734 0.463038 0.0003542172 0.0000014699 -0.0001274767 0.0000041767 -0.0000005649 0.0000505173 0.0025625478 0.0000075262 -0.0000014513 0.0025366791 -0.0000133941 0.0025221573
1403715281.21194 0.046355 -0.318189 0.319577 0.483061 -0.661150 0.336449 0.465119 0.0003543808 0.0000016484 -0.0001273114 0.0000040377 -0.0000006065 0.0000502866 0.0025648163 0.0000078721 -0.0000012623 0.0025365332 -0.0000131498 0.0025220884
1403715281.26199 0.048116 -0.327289 0.322595 0.479256 -0.663837 0.334246 0.466812 0.0003543938 0.0000013163 -0.0001273290 0.0000038856 -0.0000004676 0.0000502132 0.0025670578 0.0000081434 -0.0000010931 0.0025361484 -0.0000128945 0.0025220224
1403715281.31204 0.048917 -0.335897 0.324431 0.475333 -0.667043 0.331062 0.468519 0.0003540980 0.0000013242 -0.0001277174 0.0000036829 -0.0000004622 0.0000504166 0.0025689582 0.0000084085 -0.0000009376 0.0025352278 -0.0000125161 0.0025218541
1403715281.36211 0.050470 -0.344736 0.326051 0.470920 -0.670712 0.327453 0.470270 0.0003537706 0.0000013155 -0.0001281405 0.0000035571 -0.0000004607 0.0000506813 0.0025711638 0.0000085708 -0.0000008294 0.0025350170 -0.0000123567 0.0025218221
1403715281.41216 0.051959 -0.354208 0.327401 0.466167 -0.674641 0.323242 0.472295 0.0003533493 0.0000015179 -0.0001286703 0.0000034274 -0.0000005385 0.0000510300 0.0025735947 0.0000088721 -0.0000007172 0.0025348620 -0.0000122124 0.0025217810
1403715281.46226 0.051013 -0.363131 0.327560 0.460235 -0.678499 0.318767 0.475615 0.0003533774 0.0000019957 -0.0001286670 0.0000032660 -0.0000007189 0.0000508867 0.0025760235 0.0000090723 -0.0000005682 0.0025344347 -0.0000120421 0.0025216824
1403715281.51222 0.052153 -0.372206 0.327387 0.453544 -0.683007 0.313414 0.479136 0.0003534901 0.0000022730 -0.0001285666 0.0000031450 -0.0000008254 0.0000506865 0.0025786773 0.0000089894 -0.0000004574 0.0025344183 -0.0000119521 0.0025216315
1403715281.56222 0.053074 -0.381767 0.326655 0.446236 -0.688024 0.307010 0.482951 0.0003533578 0.0000030678 -0.0001287421 0.0000030303 -0.0000011234 0.0000507243 0.0025814655 0.0000092170 -0.0000003354 0.0025346072 -0.0000119041 0.0025215988
1403715281.61221 0.054115 -0.391770 0.325104 0.437776 -0.693426 0.300409 0.487100 0.0003534149 0.0000034565 -0.0001287038 0.0000029054 -0.0000012725 0.0000505654 0.0025845322 0.0000094501 -0.0000002114 0.0025348898 -0.0000118728 0.0025215627
1403715281.66220 0.054736 -0.402487 0.323221 0.428240 -0.699380 0.293583 0.491210 0.0003534017 0.0000035075 -0.0001287587 0.0000027752 -0.0000012997 0.0000504812 0.0025878761 0.0000097359 -0.0000001040 0.0025352764 -0.0000118769 0.0025215404
1403715281.71218 0.055190 -0.412609 0.321001 0.418282 -0.705534 0.285975 0.495459 0.0003532648 0.0000039891 -0.0001289429 0.0000026606 -0.0000014849 0.0000505411 0.0025915915 0.0000099596 0.0000000033 0.0025358580 -0.0000119167 0.0025215462
1403715281.76210 0.055851 -0.423822 0.318866 0.407751 -0.712361 0.278147 0.498915 0.0003529974 0.0000038958 -0.0001292968 0.0000024953 -0.0000014536 0.0000507133 0.0025951796 0.0000101182 0.0000000987 0.0025364216 -0.0000119616 0.0025215155
1403715281.81212 0.056359 -0.434144 0.316383 0.396850 -0.718873 0.270210 0.502711 0.0003523943 0.0000037922 -0.0001300396 0.0000023936 -0.0000014339 0.0000512499 0.0025993697 0.0000104472 0.0000001741 0.0025372338 -0.0000120422 0.0025215732
1403715281.86211 0.056693 -0.444743 0.313768 0.385228 -0.724907 0.262612 0.507094 0.0003525946 0.0000036873 -0.0001298510 0.0000022881 -0.0000014030 0.0000509709 0.0026033578 0.0000107436 0.0000002308 0.0025380987 -0.0000121204 0.0025216269
1403715281.91211 0.056747 -0.455279 0.310338 0.373998 -0.730929 0.254346 0.511054 0.0003524786 0.0000039486 -0.0001300206 0.0000021695 -0.0000015117 0.0000509693 0.0026075220 0.0000109811 0.0000002788 0.0025389648 -0.0000121812 0.0025216641
1403715281.96211 0.056825 -0.466287 0.306380 0.362455 -0.736780 0.246832 0.514641 0.0003524567 0.0000035260 -0.0001301011 0.0000020588 -0.0000013656 0.0000509000 0.0026118458 0.0000112022 0.0000003120 0.0025398772 -0.0000122338 0.0025217110
1403715282.01211 0.056737 -0.477516 0.301945 0.350878 -0.742505 0.239518 0.517882 0.0003523590 0.0000029555 -0.0001302715 0.0000019481 -0.0000011631 0.0000509053 0.0026164765 0.0000114573 0.0000003309 0.0025408238 -0.0000122758 0.0025217453
1403715282.06209 0.056460 -0.489499 0.297202 0.339450 -0.747762 0.232466 0.521139 0.0003523227 0.0000024168 -0.0001303656 0.0000018317 -0.0000009717 0.0000508397 0.0026213518 0.0000116385 0.0000003359 0.0025417555 -0.0000123102 0.0025217355
1403715282.11207 0.056020 -0.502082 0.291814 0.329246 -0.752315 0.224231 0.524728 0.0003525212 0.0000031214 -0.0001301603 0.0000017472 -0.0000012357 0.0000505426 0.0026266529 0.0000118228 0.0000003530 0.0025427293 -0.0000123343 0.0025217437
1403715282.16214 0.055674 -0.515219 0.286165 0.318553 -0.757270 0.217237 0.527138 0.0003522621 0.0000026119 -0.0001305117 0.0000016471 -0.0000010531 0.0000507176 0.0026323290 0.0000120277 0.0000003577 0.0025437351 -0.0000123469 0.0025217174
1403715282.21213 0.054956 -0.528413 0.280482 0.308381 -0.761277 0.209736 0.530443 0.0003523315 0.0000030281 -0.0001304631 0.0000015596 -0.0000012103 0.0000505466 0.0026384450 0.0000122963 0.0000003717 0.0025447764 -0.0000123549 0.0025216660
1403715282.26211 0.055003 -0.542750 0.274280 0.298138 -0.765911 0.201935 0.532651 0.0003520177 0.0000030076 -0.0001308646 0.0000014702 -0.0000012078 0.0000507718 0.0026446956 0.0000124653 0.0000003818 0.0025458190 -0.0000123519 0.0025216122
1403715282.31211 0.054995 -0.557352 0.267995 0.288030 -0.770241 0.194276 0.534812 0.0003515624 0.0000031558 -0.0001314228 0.0000013885 -0.0000012685 0.0000511351 0.0026517266 0.0000128475 0.0000004011 0.0025469426 -0.0000123430 0.0025215085
1403715282.36209 0.056059 -0.572263 0.262234 0.277932 -0.774380 0.186398 0.536977 0.0003512568 0.0000035398 -0.0001318007 0.0000012871 -0.0000014042 0.0000512930 0.0026587643 0.0000132396 0.0000004282 0.0025479590 -0.0000123129 0.0025212612
1403715282.41200 0.055750 -0.586856 0.256252 0.268940 -0.778191 0.177080 0.539197 0.0003504496 0.0000052442 -0.0001326891 0.0000012751 -0.0000020709 0.0000520196 0.0026663888 0.0000138199 0.0000004785 0.0025492766 -0.0000122794 0.0025211823
1403715282.46203 0.054964 -0.601760 0.249472 0.258371 -0.782017 0.169995 0.541106 0.0003501881 0.0000049487 -0.0001330281 0.0000012124 -0.0000019710 0.0000522359 0.0026740487 0.0000141438 0.0000005007 0.0025505495 -0.0000122262 0.0025210109
1403715282.51202 0.054301 -0.617533 0.243240 0.248268 -0.784966 0.162413 0.543887 0.0003504483 0.0000054600 -0.0001327511 0.0000011743 -0.0000021646 0.0000519148 0.0026822257 0.0000142318 0.0000005443 0.0025518112 -0.0000121947 0.0025208995
1403715282.56203 0.053515 -0.633331 0.236646 0.238005 -0.787973 0.155108 0.546255 0.0003505805 0.0000057361 -0.0001326256 0.0000011332 -0.0000022704 0.0000517333 0.0026908776 0.0000144226 0.0000005804 0.0025531199 -0.0000121807 0.0025207858
1403715282.61206 0.052977 -0.649453 0.230519 0.227989 -0.789806 0.148238 0.549775 0.0003515454 0.0000060345 -0.0001315524 0.0000010976 -0.0000023612 0.0000507221 0.0026998013 0.0000145807 0.0000006072 0.0025544434 -0.0000121766 0.0025206902
1403715282.66205 0.050780 -0.667290 0.225094 0.217344 -0.791716 0.142638 0.552812 0.0003525572 0.0000055586 -0.0001304430 0.0000010362 -0.0000021582 0.0000496836 0.0027089315 0.0000147553 0.0000006298 0.0025557156 -0.0000121904 0.0025205678
1403715282.71204 0.050843 -0.683910 0.218663 0.206374 -0.793631 0.137063 0.555674 0.0003534947 0.0000043307 -0.0001294301 0.0000009618 -0.0000016828 0.0000487443 0.0027191987 0.0000145016 0.0000006202 0.0025569330 -0.0000122115 0.0025204914
1403715282.76203 0.051185 -0.700686 0.212089 0.195236 -0.795576 0.132555 0.558007 0.0003542730 0.0000025763 -0.0001285909 0.0000008928 -0.0000010264 0.0000479689 0.0027289421 0.0000148741 0.0000005844 0.0025582154 -0.0000122331 0.0025204118
1403715282.81201 0.051229 -0.717581 0.205121 0.184240 -0.798047 0.127606 0.559369 0.0003544561 0.0000009082 -0.0001284302 0.0000008445 -0.0000004140 0.0000477730 0.0027388318 0.0000151695 0.0000005325 0.0025594372 -0.0000122637 0.0025203281
1403715282.86199 0.050752 -0.735138 0.198056 0.174111 -0.799643 0.121348 0.561722 0.0003550886 0.0000005464 -0.0001277079 0.0000008131 -0.0000002766 0.0000471150 0.0027490568 0.0000154409 0.0000004722 0.0025606606 -0.0000122837 0.0025202316
1403715282.91198 0.050111 -0.753075 0.190862 0.164147 -0.800766 0.114806 0.564490 0.0003559737 0.0000005212 -0.0001266674 0.0000007853 -0.0000002614 0.0000462061 0.0027598847 0.0000156731 0.0000003981 0.0025619324 -0.0000122840 0.0025201227
1403715282.96197 0.048915 -0.772453 0.183049 0.153641 -0.802649 0.108833 0.565954 0.0003562797 -0.0000000921 -0.0001263211 0.0000007481 -0.0000000292 0.0000458549 0.0027711565 0.0000157247 0.0000002780 0.0025630392 -0.0000122684 0.0025199176
1403715283.01195 0.048145 -0.790522 0.175670 0.143015 -0.803932 0.102939 0.568018 0.0003567350 -0.0000012220 -0.0001257852 0.0000007317 0.0000003711 0.0000453854 0.0027838971 0.0000156922 0.0000001821 0.0025643508 -0.0000122520 0.0025197881
1403715283.06195 0.047519 -0.808602 0.168350 0.131947 -0.805124 0.097588 0.569949 0.0003573371 -0.0000026008 -0.0001250466 0.0000007259 0.0000008536 0.0000447587 0.0027959280 0.0000158172 0.0000000791 0.0025657234 -0.0000122158 0.0025196794
1403715283.11195 0.047225 -0.826448 0.161233 0.120797 -0.806478 0.092719 0.571318 0.0003576434 -0.0000043755 -0.0001246447 0.0000007405 0.0000014730 0.0000444092 0.0028082254 0.0000160338 -0.0000000367 0.0025671037 -0.0000121780 0.0025195734
1403715283.16195 0.046920 -0.844298 0.154266 0.109354 -0.807511 0.088631 0.572810 0.0003581005 -0.0000067340 -0.0001239937 0.0000007947 0.0000022854 0.0000438705 0.0028204211 0.0000162913 -0.0000001697 0.0025684580 -0.0000121430 0.0025194662
1403715283.21195 0.047161 -0.861418 0.147616 0.098088 -0.808343 0.084160 0.574350 0.0003585614 -0.0000088088 -0.0001233074 0.0000008663 0.0000029888 0.0000433120 0.0028327878 0.0000166106 -0.0000003119 0.0025698018 -0.0000120973 0.0025193672
1403715283.26194 0.047233 -0.877915 0.141121 0.087789 -0.809087 0.079028 0.575695 0.0003588915 -0.0000100399 -0.0001228133 0.0000009130 0.0000034007 0.0000429060 0.0028449389 0.0000170758 -0.0000004437 0.0025711373 -0.0000120250 0.0025192678
1403715283.31195 0.047334 -0.894433 0.134517 0.077262 -0.810068 0.074545 0.576424 0.0003588932 -0.0000118503 -0.0001226586 0.0000010011 0.0000040264 0.0000427671 0.0028568950 0.0000174364 -0.0000005790 0.0025722169 -0.0000119280 0.0025190912
1403715283.36194 0.047590 -0.910013 0.128484 0.067791 -0.810232 0.068753 0.578102 0.0003593441 -0.0000124934 -0.0001220390 0.0000010312 0.0000042202 0.0000422732 0.0028688522 0.0000178599 -0.0000007223 0.0025735493 -0.0000118533 0.0025190078
1403715283.41188 0.047585 -0.924778 0.122103 0.058716 -0.811861 0.062951 0.577470 0.0003585582 -0.0000129992 -0.0001230259 0.0000010553 0.0000044391 0.0000430243 0.0028801172 0.0000184497 -0.0000008514 0.0025748390 -0.0000117590 0.0025189437
1403715283.46184 0.047544 -0.938876 0.115724 0.050087 -0.813794 0.057180 0.576161 0.0003574214 -0.0000133472 -0.0001244576 0.0000010700 0.0000046289 0.0000441385 0.0028908943 0.0000189599 -0.0000009734 0.0025760592 -0.0000116448 0.0025189013
1403715283.51181 0.047058 -0.952484 0.109929 0.042709 -0.815733 0.049972 0.574682 0.0003562153 -0.0000122136 -0.0001260982 0.0000009780 0.0000043062 0.0000454298 0.0029012697 0.0000194813 -0.0000010549 0.0025772469 -0.0000115231 0.0025188632
1403715283.56177 0.046251 -0.965589 0.104817 0.035880 -0.817618 0.042563 0.573064 0.0003549713 -0.0000107013 -0.0001277692 0.0000008671 0.0000038373 0.0000467709 0.0029111110 0.0000199321 -0.0000011076 0.0025782867 -0.0000113797 0.0025188046
1403715283.61179 0.046185 -0.977911 0.099914 0.029627 -0.819619 0.035804 0.571022 0.0003534594 -0.0000093515 -0.0001296973 0.0000007824 0.0000034179 0.0000483656 0.0029210866 0.0000201813 -0.0000011285 0.0025793759 -0.0000112677 0.0025187821
1403715283.66184 0.046247 -0.990444 0.095295 0.024715 -0.821148 0.030251 0.569377 0.0003522703 -0.0000080819 -0.0001311886 0.0000007113 0.0000029981 0.0000496243 0.0029307352 0.0000205863 -0.0000011215 0.0025803621 -0.0000111691 0.0025187507
1403715283.71189 0.046402 -1.003284 0.090786 0.020587 -0.821908 0.025782 0.568664 0.0003517178 -0.0000071186 -0.0001319005 0.0000006617 0.0000026605 0.0000502260 0.0029406179 0.0000209645 -0.0000010920 0.0025812219 -0.0000110740 0.0025187092
1403715283.76191 0.046633 -1.016681 0.086392 0.016958 -0.822320 0.022908 0.568310 0.0003514294 -0.0000069034 -0.0001322616 0.0000006460 0.0000025925 0.0000505306 0.0029509960 0.0000213862 -0.0000010646 0.0025819426 -0.0000109696 0.0025186659
1403715283.81197 0.046734 -1.030019 0.082324 0.013480 -0.821803 0.021450 0.569208 0.0003519424 -0.0000074690 -0.0001316648 0.0000006629 0.0000027928 0.0000500005 0.0029620667 0.0000217993 -0.0000010549 0.0025824776 -0.0000108981 0.0025186039
