# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403715285.762222290039062,0.00392,0.00020,0.00055,0.00548,0.00260,0.00044,0.01319
1403715285.812221050262451,0.00359,0.00018,0.00003,0.00562,0.00000,0.00043,0.00986
1403715285.862183094024658,0.00343,0.00034,0.00834,0.00571,0.00484,0.00056,0.02322
1403715285.912172317504883,0.00333,0.00019,0.01045,0.00646,0.00157,0.00043,0.02242
1403715285.962174177169800,0.00388,0.00021,0.00002,0.00759,0.00000,0.00038,0.01207
1403715286.012168407440186,0.00270,0.00018,0.00004,0.00597,0.00000,0.00034,0.00923
1403715286.062162399291992,0.00282,0.00026,0.00003,0.00676,0.00000,0.00063,0.01051
1403715286.112162113189697,0.00406,0.00021,0.00033,0.00709,0.00000,0.00077,0.01246
1403715286.162159919738770,0.00348,0.00024,0.00107,0.00891,0.00000,0.00045,0.01416
1403715286.212162971496582,0.00394,0.00025,0.00013,0.00653,0.00000,0.00056,0.01141
1403715286.262156486511230,0.00434,0.00029,0.00019,0.00700,0.00000,0.00067,0.01249
1403715286.312153100967407,0.00388,0.00022,0.00007,0.00557,0.00125,0.00046,0.01145
1403715286.362143039703369,0.00340,0.00019,0.00135,0.00613,0.00000,0.00074,0.01181
1403715286.412142515182495,0.00532,0.00024,0.00011,0.00564,0.00000,0.00069,0.01199
1403715286.462122440338135,0.00408,0.00020,0.00437,0.00599,0.00307,0.00066,0.01838
1403715286.512111186981201,0.00446,0.00020,0.01064,0.00585,0.00126,0.00047,0.02287
1403715286.562122344970703,0.00320,0.00029,0.00068,0.00653,0.00000,0.00080,0.01150
1403715286.612118959426880,0.00334,0.00020,0.00036,0.00555,0.00000,0.00078,0.01023
1403715286.662113904953003,0.00298,0.00026,0.00014,0.00518,0.00000,0.00066,0.00923
1403715286.712105274200439,0.00356,0.00020,0.00019,0.00446,0.00025,0.00104,0.00970
1403715286.762097835540771,0.00407,0.00019,0.00066,0.00364,0.00016,0.00059,0.00931
1403715286.812087059020996,0.00395,0.00018,0.00016,0.00360,0.00000,0.00064,0.00854
1403715286.962059259414673,0.00471,0.00028,0.00019,0.00261,0.00011,0.00053,0.00843
1403715287.012056827545166,0.00448,0.00027,0.00026,0.00272,0.00022,0.00058,0.00853
1403715287.062063455581665,0.00326,0.00015,0.00061,0.00296,0.00022,0.00059,0.00779
1403715287.112062692642212,0.00348,0.00034,0.00024,0.00261,0.00014,0.00055,0.00736
1403715287.162080526351929,0.00398,0.00018,0.00271,0.00266,0.01833,0.00067,0.02854
1403715287.212087631225586,0.00324,0.00018,0.00802,0.00459,0.00481,0.00046,0.02130
1403715287.262082338333130,0.00430,0.00034,0.00068,0.00518,0.00023,0.00064,0.01137
1403715287.312087059020996,0.00388,0.00022,0.00029,0.00424,0.00026,0.00118,0.01007
1403715287.362091779708862,0.00374,0.00016,0.00032,0.00402,0.00029,0.00081,0.00934
1403715287.412090539932251,0.00428,0.00028,0.00034,0.00428,0.00000,0.00055,0.00973
1403715287.462087154388428,0.00346,0.00021,0.00023,0.00473,0.00000,0.00097,0.00960
1403715287.512066364288330,0.00402,0.00018,0.00004,0.00390,0.00000,0.00050,0.00864
1403715287.562066078186035,0.00292,0.00016,0.00211,0.00430,0.00811,0.00049,0.01808
1403715287.612071990966797,0.00384,0.00019,0.00015,0.00570,0.00000,0.00085,0.01074
1403715287.662077426910400,0.00328,0.00019,0.00034,0.00432,0.00000,0.00064,0.00877
1403715287.712106943130493,0.00364,0.00024,0.00016,0.00501,0.00000,0.00088,0.00993
1403715287.812118053436279,0.00415,0.00026,0.00192,0.00288,0.00357,0.00073,0.01351
1403715287.862150430679321,0.00345,0.00017,0.00024,0.00339,0.01501,0.00060,0.02286
1403715287.912158966064453,0.00441,0.00019,0.00038,0.00527,0.00000,0.00052,0.01077
1403715287.962164640426636,0.00411,0.00018,0.00044,0.00606,0.00000,0.00057,0.01135
1403715288.012175559997559,0.00454,0.00019,0.00071,0.00600,0.00000,0.00062,0.01205
1403715288.112197875976562,0.00346,0.00025,0.00029,0.00460,0.00000,0.00056,0.00916
1403715288.162221193313599,0.00377,0.00023,0.00029,0.00473,0.00017,0.00047,0.00966
1403715288.262221336364746,0.00355,0.00024,0.00079,0.00451,0.00000,0.00099,0.01008
1403715288.312222242355347,0.00386,0.00019,0.00163,0.00400,0.00719,0.00056,0.01743
1403715288.362215995788574,0.00377,0.00018,0.00006,0.00574,0.00000,0.00049,0.01024
1403715288.412216901779175,0.00330,0.00031,0.00003,0.00581,0.00000,0.00068,0.01013
1403715288.462223052978516,0.00288,0.00019,0.00011,0.00613,0.00000,0.00064,0.00996
1403715288.512232542037964,0.00331,0.00023,0.00350,0.00583,0.00547,0.00063,0.01897
1403715288.562289237976074,0.00435,0.00022,0.00174,0.00740,0.00144,0.00044,0.01559
1403715288.612283468246460,0.00270,0.00022,0.00374,0.00719,0.00000,0.00063,0.01448
1403715288.662297010421753,0.00306,0.00021,0.00002,0.00678,0.00000,0.00040,0.01047
1403715288.712306737899780,0.00289,0.00020,0.00012,0.00807,0.00000,0.00051,0.01181
1403715288.762314796447754,0.00295,0.00020,0.00015,0.00698,0.00000,0.00075,0.01103
1403715288.812315940856934,0.00359,0.00032,0.00002,0.00653,0.00000,0.00044,0.01091
1403715288.962358236312866,0.00254,0.00040,0.00561,0.00624,0.00001,0.00049,0.01529
1403715289.012351512908936,0.00377,0.00023,0.00383,0.00608,0.00149,0.00039,0.01579
1403715289.062344551086426,0.00409,0.00025,0.00004,0.00696,0.00000,0.00058,0.01192
1403715289.212320566177368,0.00364,0.00053,0.00011,0.00764,0.00000,0.00054,0.01247
1403715289.262326955795288,0.00344,0.00020,0.00160,0.00713,0.00002,0.00073,0.01312
1403715289.312313556671143,0.00449,0.00029,0.00138,0.00631,0.00316,0.00038,0.01600
1403715289.362310409545898,0.00405,0.00029,0.00008,0.00673,0.00000,0.00049,0.01164
1403715289.412307262420654,0.00417,0.00034,0.00010,0.00780,0.00130,0.00037,0.01409
1403715289.462302923202515,0.00325,0.00018,0.00053,0.00734,0.00000,0.00083,0.01213
1403715289.512303113937378,0.00367,0.00021,0.00200,0.00698,0.00131,0.00045,0.01460
1403715289.562303781509399,0.00371,0.00024,0.00349,0.00720,0.00329,0.00076,0.01870
1403715289.612299442291260,0.00456,0.00026,0.00066,0.00518,0.00000,0.00061,0.01127
1403715289.662287235260010,0.00379,0.00023,0.00039,0.00775,0.00623,0.00063,0.01903
1403715289.712278366088867,0.00704,0.00020,0.00150,0.00659,0.00187,0.00083,0.01803
1403715289.812269926071167,0.00470,0.00023,0.00010,0.00583,0.00000,0.00044,0.01130
1403715289.862262248992920,0.00507,0.00026,0.00006,0.00671,0.00000,0.00059,0.01268
1403715289.912248134613037,0.00354,0.00017,0.00003,0.00667,0.00068,0.00051,0.01160
1403715290.062225580215454,0.00341,0.00032,0.00027,0.00685,0.00053,0.00086,0.01225
1403715290.112210273742676,0.00485,0.00025,0.00489,0.00665,0.00194,0.00047,0.01907
1403715290.212199449539185,0.00334,0.00026,0.00034,0.00715,0.00000,0.00058,0.01167
1403715290.262210130691528,0.00320,0.00020,0.00003,0.00755,0.00000,0.00068,0.01166
1403715290.312229633331299,0.00371,0.00019,0.00124,0.00698,0.00000,0.00075,0.01287
1403715290.362236499786377,0.00385,0.00023,0.00572,0.00687,0.00000,0.00061,0.01728
1403715290.412253856658936,0.00319,0.00020,0.00008,0.00754,0.00000,0.00117,0.01219
1403715290.462240695953369,0.00413,0.00024,0.00027,0.00678,0.00000,0.00066,0.01207
1403715290.512220382690430,0.00384,0.00022,0.00205,0.00579,0.00004,0.00053,0.01247
1403715290.562191247940063,0.00279,0.00026,0.00021,0.00719,0.00000,0.00070,0.01115
1403715290.612190723419189,0.00314,0.00023,0.00049,0.00674,0.00000,0.00071,0.01132
1403715290.762176275253296,0.00404,0.00033,0.00066,0.00569,0.00000,0.00046,0.01118
1403715290.812183380126953,0.00410,0.00020,0.00017,0.00494,0.00038,0.00045,0.01024
1403715290.862193107604980,0.00367,0.00026,0.00005,0.00606,0.00093,0.00081,0.01178
1403715290.912194490432739,0.00390,0.00021,0.00009,0.00559,0.00000,0.00044,0.01024
1403715290.962196111679077,0.00373,0.00019,0.00096,0.00651,0.00289,0.00060,0.01489
1403715291.012198686599731,0.00388,0.00018,0.00033,0.00556,0.00426,0.00068,0.01489
1403715291.062191724777222,0.00437,0.00029,0.00622,0.00892,0.00136,0.00060,0.02174
1403715291.112190485000610,0.00371,0.00019,0.00278,0.00685,0.00124,0.00083,0.01560
1403715291.162192344665527,0.00474,0.00026,0.00110,0.00709,0.00000,0.00057,0.01376
1403715291.212190628051758,0.00422,0.00022,0.00202,0.00721,0.00000,0.00065,0.01432
1403715291.262187242507935,0.00401,0.00032,0.00068,0.00627,0.00000,0.00064,0.01193
1403715291.312182664871216,0.00453,0.00026,0.00098,0.00689,0.00000,0.00057,0.01323
1403715291.362178325653076,0.00409,0.00018,0.00046,0.00673,0.00000,0.00090,0.01237
1403715291.412178993225098,0.00454,0.00019,0.00006,0.00606,0.00024,0.00072,0.01180
1403715291.462176322937012,0.00392,0.00019,0.00004,0.00611,0.00171,0.00139,0.01335
1403715291.512159585952759,0.00408,0.00026,0.00020,0.00558,0.00000,0.00056,0.01069
1403715291.562162160873413,0.00578,0.00036,0.00119,0.00567,0.00242,0.00061,0.01602
1403715291.612162828445435,0.00402,0.00020,0.00023,0.00617,0.00272,0.00070,0.01405
1403715291.662168502807617,0.00413,0.00026,0.00423,0.00590,0.00277,0.00074,0.01803
1403715291.712183713912964,0.00395,0.00020,0.00088,0.00660,0.00193,0.00074,0.01430
1403715291.762187004089355,0.00411,0.00021,0.00021,0.00641,0.00123,0.00050,0.01267
1403715291.812188148498535,0.00389,0.00018,0.00626,0.00647,0.00127,0.00062,0.01870
1403715291.862185478210449,0.00351,0.00020,0.00015,0.00646,0.00000,0.00051,0.01084
1403715291.912181615829468,0.00277,0.00017,0.00011,0.00695,0.00000,0.00072,0.01073
1403715291.962185859680176,0.00331,0.00032,0.00015,0.00639,0.00000,0.00080,0.01097
1403715292.012191057205200,0.00359,0.00022,0.00004,0.00619,0.00024,0.00066,0.01094
1403715292.062194108963013,0.00376,0.00019,0.00084,0.00529,0.00000,0.00050,0.01058
1403715292.112190008163452,0.00334,0.00028,0.00323,0.00640,0.00410,0.00047,0.01782
1403715292.162181377410889,0.00412,0.00022,0.00004,0.00707,0.00000,0.00074,0.01218
1403715292.212166786193848,0.00347,0.00018,0.00003,0.00595,0.00000,0.00056,0.01018
1403715292.262146472930908,0.00328,0.00021,0.00492,0.00622,0.00144,0.00057,0.01665
1403715292.312127828598022,0.00329,0.00018,0.00065,0.00642,0.00091,0.00051,0.01198
1403715292.362108945846558,0.00483,0.00031,0.00129,0.00554,0.00235,0.00047,0.01479
1403715292.412098646163940,0.00424,0.00020,0.00559,0.00594,0.00139,0.00046,0.01783
1403715292.462085247039795,0.00411,0.00025,0.00051,0.00724,0.00000,0.00046,0.01258
1403715292.512073040008545,0.00413,0.00027,0.00623,0.00654,0.00523,0.00050,0.02291
1403715292.562064409255981,0.00360,0.00033,0.00034,0.00764,0.00000,0.00055,0.01245
1403715292.612057924270630,0.00398,0.00020,0.00024,0.00582,0.00046,0.00056,0.01125
1403715292.662051677703857,0.00413,0.00023,0.00065,0.00659,0.00000,0.00084,0.01244
1403715292.712045192718506,0.00337,0.00019,0.00115,0.00618,0.00001,0.00089,0.01180
1403715292.762043952941895,0.00443,0.00019,0.00128,0.00513,0.00000,0.00084,0.01188
1403715292.812050104141235,0.00367,0.00020,0.00030,0.00522,0.00000,0.00079,0.01018
1403715292.862059831619263,0.00449,0.00025,0.00069,0.00485,0.00455,0.00052,0.01535
1403715292.912078380584717,0.00455,0.00019,0.00031,0.00497,0.00014,0.00043,0.01059
1403715292.962091684341431,0.00363,0.00027,0.00021,0.00568,0.00522,0.00058,0.01559
1403715293.012090682983398,0.00437,0.00018,0.00359,0.00546,0.00179,0.00060,0.01599
1403715293.062088966369629,0.00424,0.00020,0.00146,0.00645,0.00492,0.00064,0.01791
1403715293.112095832824707,0.00350,0.00022,0.00365,0.00649,0.00151,0.00075,0.01612
1403715293.162091970443726,0.00358,0.00019,0.00034,0.00654,0.00000,0.00116,0.01180
1403715293.212078332901001,0.00417,0.00022,0.00072,0.00541,0.00032,0.00048,0.01131
1403715293.262074947357178,0.00497,0.00022,0.00454,0.00494,0.00525,0.00100,0.02092
1403715293.312072038650513,0.00501,0.00037,0.00038,0.00637,0.00047,0.00070,0.01330
1403715293.362064599990845,0.00356,0.00021,0.00019,0.00516,0.00000,0.00062,0.00974
1403715293.412061214447021,0.00464,0.00025,0.00080,0.00539,0.00001,0.00087,0.01196
1403715293.462069511413574,0.00292,0.00018,0.00047,0.00461,0.00000,0.00065,0.00884
1403715293.512079715728760,0.00309,0.00020,0.00062,0.00658,0.00000,0.00074,0.01122
1403715293.562094211578369,0.00508,0.00021,0.00051,0.00439,0.00000,0.00059,0.01078
1403715293.612104892730713,0.00296,0.00019,0.00067,0.00406,0.00406,0.00063,0.01257
1403715293.662121057510376,0.00420,0.00024,0.00385,0.00453,0.01149,0.00050,0.02482
1403715293.712121248245239,0.00324,0.00020,0.00062,0.00669,0.00175,0.00072,0.01323
1403715293.762116193771362,0.00324,0.00020,0.00046,0.00655,0.00026,0.00071,0.01143
1403715293.812118291854858,0.00331,0.00018,0.00005,0.00674,0.00000,0.00067,0.01094
1403715293.912104845046997,0.00290,0.00038,0.00947,0.00069,0.00251,0.00050,0.01645
1403715293.962104082107544,0.00428,0.00019,0.00097,0.00025,0.00269,0.00038,0.00875
1403715294.012103080749512,0.00312,0.00022,0.00002,0.00528,0.00000,0.00055,0.00919
1403715294.062098741531372,0.00343,0.00018,0.00002,0.00446,0.00000,0.00051,0.00860
1403715294.112094163894653,0.00467,0.00032,0.00037,0.00466,0.00000,0.00047,0.01049
1403715294.162094831466675,0.00417,0.00022,0.00070,0.00395,0.00000,0.00113,0.01017
1403715294.212093114852905,0.00381,0.00017,0.00021,0.00376,0.00000,0.00054,0.00849
1403715294.262092590332031,0.00329,0.00017,0.00014,0.00319,0.00014,0.00061,0.00754
1403715294.312094688415527,0.00362,0.00017,0.00055,0.00395,0.00469,0.00073,0.01372
1403715294.362094402313232,0.00436,0.00017,0.00117,0.00347,0.00000,0.00053,0.00970
1403715294.412098407745361,0.00302,0.00017,0.00081,0.00457,0.00738,0.00050,0.01646
1403715294.462099075317383,0.00296,0.00019,0.00015,0.00493,0.00000,0.00055,0.00878
1403715294.512104511260986,0.00320,0.00048,0.00807,0.00462,0.00803,0.00072,0.02512
1403715294.562110185623169,0.00301,0.00019,0.00332,0.00615,0.00000,0.00062,0.01329
1403715294.612114191055298,0.00318,0.00022,0.00067,0.00789,0.00000,0.00083,0.01280
1403715294.662109851837158,0.00393,0.00023,0.00135,0.00541,0.00026,0.00101,0.01220
1403715294.712109565734863,0.00461,0.00025,0.00095,0.00792,0.00022,0.00064,0.01458
1403715294.762102127075195,0.00459,0.00019,0.00231,0.00514,0.00000,0.00055,0.01277
1403715294.812100172042847,0.00285,0.00020,0.00605,0.00499,0.00387,0.00046,0.01840
1403715294.862095355987549,0.00310,0.00021,0.00054,0.00632,0.00000,0.00079,0.01097
1403715294.912093400955200,0.00441,0.00020,0.00016,0.00552,0.00000,0.00047,0.01077
1403715294.962090730667114,0.00370,0.00019,0.00128,0.00531,0.00000,0.00069,0.01117
1403715295.012094974517822,0.00477,0.00025,0.00034,0.00489,0.00173,0.00059,0.01258
1403715295.062096834182739,0.00595,0.00026,0.00004,0.00537,0.00000,0.00079,0.01242
1403715295.112093448638916,0.00363,0.00020,0.00035,0.00526,0.00799,0.00049,0.01792
